time of flip	flipper	flip result
18:05:43	Lindsay	T
18:05:59	Maryann	H
18:06:16	Gertrude	T
18:06:24	Henk	T
18:06:37	Jessica	H
18:06:39	Illana	T
18:07:00	Gavin	H
18:07:09	Maryann	H
18:07:21	Maryann	T
18:07:40	Lindsay	T
18:08:00	Amnon	H
18:08:14	Nandi	T
18:08:19	Steven	H
18:08:36	Megan	H
18:08:45	Abe	H
18:08:59	Vuli	H
18:09:08	Vuli	T
18:09:24	Illana	T
18:09:33	Philip	H
18:09:43	Claire	T
18:10:03	Megan	H
18:10:23	Gertrude	T
18:10:36	Vuli	H
18:10:55	Maryann	T
18:11:06	Helen	H
18:11:16	Amnon	H
18:11:25	Gavin	H
18:11:32	Pierre	H
18:11:37	Illana	H
18:11:42	Lindsay	H
18:12:03	Steven	H
18:12:12	Abe	H
18:12:16	Nandi	H
18:12:29	Megan	T
18:12:32	Vuli	H
18:12:41	Megan	T
18:12:53	Maryann	T
18:13:03	Vuli	H
18:13:18	Maryann	H
18:13:27	Lindsay	T
18:13:44	Gertrude	T
18:13:50	Claire	T
18:14:03	Pierre	H
18:14:21	Abe	H
18:14:33	Kylen	H
18:14:34	Gertrude	H
18:14:51	Philip	T
18:14:57	Vuli	T
18:15:19	Abe	H
18:15:39	Maryann	H
18:15:47	Gertrude	H
18:15:55	Abe	H
18:16:07	Vuli	T
18:16:11	Amnon	T
18:16:12	Lindsay	H
18:16:32	Illana	T
18:16:35	Claire	T
18:16:51	Illana	H
18:16:52	Gavin	T
18:17:03	Steven	H
18:17:23	Gavin	T
18:17:38	Maryann	H
18:17:59	Kylen	T
18:18:13	Gertrude	H
18:18:32	Abe	H
18:18:33	Illana	H
18:18:50	Gavin	T
18:18:58	Amnon	H
18:19:04	Philip	H
18:19:17	Kylen	H
18:19:22	Nandi	H
18:19:36	Vuli	T
18:19:41	Illana	H
18:19:56	Jessica	H
18:20:12	Megan	T
18:20:16	Jessica	H
18:20:19	Lindsay	H
18:20:35	Gertrude	H
18:20:55	Amnon	T
18:21:07	Pierre	T
18:21:20	Pierre	T
18:21:40	Amnon	H
18:21:56	Abe	H
18:22:10	Steven	H
18:22:21	Steven	T
18:22:35	Vuli	H
18:22:48	Claire	T
18:23:06	Abe	T
18:23:14	Philip	H
18:23:22	Jessica	H
18:23:42	Pierre	T
18:23:52	Kylen	T
18:24:11	Jessica	T
18:24:13	Henk	T
18:24:19	Claire	T
18:24:23	Henk	H
18:24:32	Gertrude	H
18:24:52	Vuli	H
18:25:09	Reut	H
18:25:20	Maryann	H
18:25:33	Henk	H
18:25:44	Gavin	H
18:26:04	Andrew	H
18:26:26	Pierre	T
18:26:38	Pierre	H
18:26:59	Maryann	H
18:27:05	Claire	H
18:27:20	Lindsay	T
18:27:39	Illana	H
18:27:49	Illana	T
18:28:01	Megan	T
18:28:11	Steven	H
18:28:28	Maryann	H
18:28:29	Maryann	T
18:28:37	Lindsay	T
18:28:52	Helen	H
18:28:58	Nandi	H
18:29:11	Andrew	H
18:29:20	Gertrude	T
18:29:39	Abe	H
18:29:41	Abe	H
18:29:55	Illana	H
18:29:56	Henk	H
18:30:13	Kylen	T
18:30:27	Nandi	H
18:30:31	Megan	H
18:30:44	Henk	T
18:31:05	Steven	T
18:31:24	Kylen	H
18:31:35	Amnon	T
18:31:55	Gavin	T
18:31:59	Illana	T
18:32:14	Henk	H
18:32:27	Amnon	T
18:32:40	Henk	T
18:32:49	Helen	T
18:33:08	Nandi	H
18:33:21	Illana	H
18:33:31	Claire	H
18:33:47	Philip	H
18:34:00	Abe	T
18:34:21	Lindsay	H
18:34:31	Lindsay	T
18:34:37	Claire	H
18:34:48	Gavin	T
18:35:02	Claire	H
18:35:15	Lindsay	H
18:35:17	Megan	H
18:35:21	Lindsay	T
18:35:37	Amnon	T
18:35:46	Henk	T
18:36:05	Nandi	H
18:36:07	Gertrude	H
18:36:25	Reut	T
18:36:39	Philip	H
18:36:48	Reut	T
18:37:03	Claire	H
18:37:08	Kylen	T
18:37:16	Gertrude	H
18:37:34	Abe	T
18:37:35	Illana	H
18:37:51	Andrew	H
18:38:02	Illana	T
18:38:04	Kylen	H
18:38:08	Helen	H
18:38:23	Nandi	T
18:38:32	Pierre	T
18:38:52	Abe	T
18:38:54	Illana	T
18:39:06	Gavin	H
18:39:20	Nandi	T
18:39:35	Philip	H
18:39:56	Nandi	H
18:40:17	Nandi	H
18:40:35	Claire	H
18:40:49	Amnon	T
18:40:53	Nandi	T
18:40:54	Jessica	T
18:41:06	Steven	T
18:41:19	Gertrude	T
18:41:35	Henk	T
18:41:57	Kylen	H
18:42:12	Pierre	H
18:42:14	Claire	T
18:42:28	Helen	T
18:42:41	Andrew	H
18:42:55	Henk	H
18:43:03	Jessica	T
18:43:23	Helen	T
18:43:44	Gertrude	H
18:43:53	Jessica	T
18:44:07	Steven	T
18:44:19	Abe	T
18:44:31	Maryann	T
18:44:48	Abe	H
18:44:58	Megan	H
18:45:15	Illana	T
18:45:31	Kylen	T
18:45:51	Maryann	T
18:46:11	Henk	H
18:46:18	Pierre	T
18:46:21	Gavin	H
18:46:31	Megan	H
18:46:32	Helen	H
18:46:35	Abe	T
18:46:42	Gertrude	H
18:46:52	Nandi	T
18:47:13	Lindsay	T
18:47:29	Pierre	T
18:47:34	Abe	H
18:47:39	Abe	H
18:47:46	Philip	T
18:48:00	Gavin	T
18:48:04	Gertrude	H
18:48:15	Vuli	H
18:48:33	Claire	T
18:48:50	Henk	T
18:49:05	Lindsay	T
18:49:17	Abe	H
18:49:27	Lindsay	T
18:49:36	Lindsay	T
18:49:45	Steven	H
18:50:01	Reut	H
18:50:06	Gertrude	T
18:50:22	Philip	H
18:50:40	Pierre	H
18:50:52	Lindsay	H
18:51:07	Andrew	T
18:51:09	Philip	T
18:51:10	Henk	T
18:51:25	Claire	H
18:51:46	Abe	H
18:51:56	Jessica	H
18:52:01	Reut	T
18:52:05	Andrew	H
18:52:22	Lindsay	H
18:52:23	Kylen	T
18:52:41	Illana	T
18:53:00	Megan	T
18:53:11	Gertrude	T
18:53:12	Vuli	T
18:53:17	Vuli	T
18:53:24	Philip	H
18:53:38	Abe	H
18:53:43	Megan	H
18:53:59	Reut	T
18:54:21	Andrew	H
18:54:27	Lindsay	H
18:54:45	Philip	H
18:55:02	Megan	T
18:55:06	Helen	T
18:55:23	Jessica	H
18:55:43	Gavin	T
18:56:02	Nandi	T
18:56:08	Claire	H
18:56:19	Maryann	T
18:56:35	Helen	H
18:56:42	Claire	H
18:57:02	Helen	H
18:57:09	Maryann	T
18:57:18	Vuli	H
18:57:24	Henk	T
18:57:30	Gavin	T
18:57:46	Reut	T
18:58:02	Jessica	H
18:58:09	Lindsay	T
18:58:16	Abe	H
18:58:35	Gavin	T
18:58:55	Megan	H
18:59:15	Gertrude	H
18:59:16	Vuli	T
18:59:30	Claire	T
18:59:50	Reut	H
19:00:05	Lindsay	T
19:00:26	Nandi	T
19:00:46	Illana	H
19:00:54	Megan	H
19:01:10	Maryann	T
19:01:25	Abe	H
19:01:43	Vuli	H
19:01:59	Gertrude	H
19:02:15	Jessica	T
19:02:34	Maryann	T
19:02:44	Helen	H
19:03:04	Illana	H
19:03:23	Illana	H
19:03:25	Philip	T
19:03:29	Gertrude	H
19:03:32	Gertrude	H
19:03:43	Lindsay	H
19:04:01	Illana	H
19:04:05	Helen	T
19:04:07	Lindsay	T
19:04:10	Kylen	T
19:04:23	Megan	H
19:04:35	Steven	T
19:04:44	Philip	T
19:04:50	Philip	T
19:05:01	Gavin	T
19:05:06	Illana	T
19:05:21	Abe	T
19:05:29	Amnon	H
19:05:33	Jessica	H
19:05:50	Gavin	H
19:05:55	Philip	H
19:06:09	Gavin	H
19:06:22	Kylen	T
19:06:29	Jessica	H
19:06:40	Vuli	T
19:06:53	Reut	T
19:07:04	Reut	H
19:07:12	Maryann	H
19:07:31	Reut	T
19:07:42	Helen	H
19:07:53	Nandi	T
19:08:00	Megan	T
19:08:06	Gertrude	T
19:08:24	Jessica	H
19:08:25	Steven	H
19:08:40	Nandi	T
19:08:46	Pierre	T
19:09:02	Illana	H
19:09:05	Henk	T
19:09:19	Kylen	T
19:09:28	Henk	H
19:09:40	Maryann	H
19:09:41	Reut	T
19:09:43	Amnon	H
19:10:01	Illana	H
19:10:18	Philip	H
19:10:35	Vuli	H
19:10:55	Helen	T
19:11:02	Claire	H
19:11:17	Abe	H
19:11:29	Amnon	T
19:11:40	Vuli	H
19:11:48	Maryann	T
19:12:01	Helen	H
19:12:07	Nandi	T
19:12:19	Helen	H
19:12:26	Gavin	H
19:12:43	Andrew	H
19:12:56	Andrew	H
19:13:02	Pierre	H
19:13:22	Henk	H
19:13:27	Helen	H
19:13:28	Illana	T
19:13:29	Lindsay	T
19:13:35	Philip	T
19:13:47	Vuli	H
19:14:03	Vuli	H
19:14:07	Henk	H
19:14:08	Abe	T
19:14:17	Nandi	H
19:14:22	Lindsay	H
19:14:29	Gertrude	H
19:14:46	Pierre	T
19:15:01	Steven	T
19:15:13	Vuli	H
19:15:33	Gertrude	H
19:15:35	Philip	H
19:15:47	Henk	H
19:15:58	Henk	T
19:16:07	Claire	T
19:16:21	Gertrude	T
19:16:34	Nandi	T
19:16:54	Vuli	H
19:17:08	Vuli	T
19:17:23	Gertrude	H
19:17:43	Illana	T
19:17:55	Reut	T
19:17:59	Maryann	H
19:18:06	Nandi	H
19:18:22	Claire	H
19:18:34	Steven	H
19:18:41	Henk	H
19:18:52	Pierre	H
19:19:06	Megan	H
19:19:11	Jessica	H
19:19:14	Henk	T
19:19:16	Vuli	H
19:19:23	Henk	H
19:19:43	Reut	H
19:20:04	Megan	H
19:20:25	Illana	H
19:20:29	Vuli	H
19:20:35	Reut	T
19:20:48	Megan	T
19:20:51	Amnon	H
19:21:06	Maryann	T
19:21:24	Gertrude	H
19:21:31	Vuli	H
19:21:49	Helen	H
19:21:53	Gavin	T
19:21:57	Reut	T
19:22:11	Gavin	H
19:22:13	Amnon	T
19:22:23	Megan	H
19:22:44	Pierre	H
19:22:56	Kylen	H
19:23:16	Megan	T
19:23:19	Pierre	T
19:23:31	Megan	T
19:23:46	Kylen	T
19:23:58	Philip	H
19:23:59	Gertrude	T
19:24:11	Gavin	H
19:24:22	Pierre	T
19:24:42	Gertrude	H
19:24:58	Jessica	H
19:25:09	Helen	H
19:25:10	Kylen	T
19:25:15	Abe	H
19:25:18	Megan	T
19:25:31	Vuli	H
19:25:35	Henk	T
19:25:44	Amnon	T
19:25:51	Gertrude	T
19:26:05	Lindsay	H
19:26:24	Helen	H
19:26:29	Megan	T
19:26:34	Reut	T
19:26:50	Kylen	H
19:27:11	Jessica	T
19:27:19	Maryann	T
19:27:38	Amnon	T
19:27:50	Philip	H
19:27:55	Philip	H
19:27:56	Reut	T
19:28:08	Steven	T
19:28:26	Jessica	H
19:28:34	Jessica	H
19:28:41	Lindsay	H
19:28:57	Claire	T
19:29:16	Andrew	T
19:29:35	Pierre	T
19:29:42	Claire	H
19:29:54	Henk	H
19:30:08	Kylen	T
19:30:20	Steven	T
19:30:36	Amnon	T
19:30:53	Nandi	H
19:31:02	Claire	T
19:31:06	Abe	H
19:31:24	Maryann	H
19:31:44	Steven	H
19:31:47	Pierre	T
19:31:58	Pierre	T
19:32:17	Megan	T
19:32:34	Lindsay	T
19:32:54	Abe	T
19:33:04	Nandi	T
19:33:18	Maryann	H
19:33:21	Vuli	T
19:33:38	Gavin	T
19:33:44	Abe	T
19:33:45	Illana	H
19:34:04	Lindsay	H
19:34:05	Gertrude	T
19:34:07	Lindsay	T
19:34:15	Claire	H
19:34:31	Abe	T
19:34:44	Megan	T
19:35:01	Steven	T
19:35:22	Pierre	H
19:35:29	Henk	H
19:35:38	Lindsay	H
19:35:49	Jessica	H
19:35:51	Amnon	T
19:36:12	Gavin	H
19:36:30	Henk	H
19:36:38	Jessica	H
19:36:39	Maryann	H
19:36:51	Illana	H
19:36:55	Megan	T
19:37:11	Philip	H
19:37:32	Amnon	T
19:37:38	Henk	H
19:37:55	Gertrude	H
19:38:11	Reut	T
19:38:22	Jessica	T
19:38:32	Claire	H
19:38:47	Steven	T
19:38:51	Philip	T
19:39:02	Gertrude	T
19:39:07	Gertrude	H
19:39:21	Philip	T
19:39:23	Amnon	H
19:39:40	Jessica	T
19:39:44	Andrew	H
19:40:03	Maryann	H
19:40:21	Maryann	T
19:40:27	Kylen	T
19:40:42	Philip	H
19:40:47	Nandi	T
19:40:48	Andrew	H
19:40:52	Henk	H
19:40:56	Claire	H
19:41:10	Jessica	H
19:41:17	Steven	T
19:41:35	Lindsay	T
19:41:52	Reut	T
19:41:54	Henk	T
19:42:12	Henk	H
19:42:26	Maryann	H
19:42:27	Illana	T
19:42:29	Abe	H
19:42:44	Gertrude	T
19:42:54	Illana	T
19:43:10	Kylen	T
19:43:29	Abe	T
19:43:48	Kylen	H
19:44:06	Lindsay	H
19:44:11	Jessica	T
19:44:12	Reut	T
19:44:27	Abe	T
19:44:33	Megan	H
19:44:53	Kylen	H
19:45:06	Lindsay	H
19:45:18	Maryann	T
19:45:23	Steven	T
19:45:26	Jessica	H
19:45:36	Reut	T
19:45:51	Claire	H
19:45:59	Illana	H
19:46:03	Illana	H
19:46:08	Jessica	H
19:46:17	Lindsay	H
19:46:38	Helen	H
19:46:48	Steven	H
19:47:03	Jessica	H
19:47:20	Gertrude	H
19:47:24	Gavin	H
19:47:40	Steven	H
19:47:46	Henk	T
19:48:03	Reut	T
19:48:17	Philip	H
19:48:28	Henk	H
19:48:38	Gavin	H
19:48:53	Kylen	T
19:49:13	Philip	H
19:49:28	Reut	T
19:49:38	Kylen	H
19:49:52	Philip	H
19:49:59	Andrew	H
19:50:09	Steven	H
19:50:17	Maryann	H
19:50:36	Gavin	H
19:50:37	Illana	H
19:50:39	Maryann	H
19:50:54	Pierre	T
19:51:13	Lindsay	T
19:51:31	Henk	H
19:51:48	Megan	H
19:51:52	Jessica	H
19:52:11	Abe	H
19:52:12	Abe	T
19:52:19	Henk	H
19:52:38	Steven	T
19:52:39	Kylen	T
19:53:00	Steven	H
19:53:13	Pierre	H
19:53:22	Reut	H
19:53:29	Andrew	T
19:53:47	Reut	T
19:53:54	Abe	H
19:53:56	Claire	T
19:54:04	Megan	T
19:54:05	Abe	H
19:54:26	Illana	H
19:54:36	Lindsay	H
19:54:41	Gavin	T
19:54:54	Gertrude	T
19:55:07	Lindsay	H
19:55:15	Philip	H
19:55:29	Maryann	H
19:55:49	Lindsay	H
19:56:04	Kylen	H
19:56:12	Andrew	T
19:56:15	Abe	T
19:56:22	Gertrude	T
19:56:23	Maryann	T
19:56:40	Helen	H
19:56:58	Nandi	H
19:57:15	Pierre	H
19:57:36	Reut	T
19:57:57	Megan	T
19:58:12	Megan	H
19:58:13	Kylen	T
19:58:14	Megan	H
19:58:34	Pierre	H
19:58:48	Maryann	T
19:58:50	Megan	T
19:58:57	Gertrude	H
19:59:01	Gertrude	H
19:59:02	Andrew	T
19:59:23	Henk	H
19:59:40	Steven	T
19:59:41	Maryann	T
19:59:55	Jessica	T
19:59:56	Helen	H
20:00:02	Gertrude	T
20:00:05	Henk	H
20:00:20	Claire	H
20:00:24	Philip	H
20:00:45	Jessica	H
20:00:48	Helen	T
20:00:54	Nandi	H
20:01:09	Kylen	T
20:01:20	Kylen	H
20:01:29	Helen	H
20:01:40	Jessica	T
20:01:47	Helen	T
20:02:08	Philip	T
20:02:18	Steven	H
20:02:37	Andrew	T
20:02:41	Megan	T
20:02:57	Maryann	T
20:03:14	Jessica	T
20:03:16	Vuli	T
20:03:36	Helen	H
20:03:45	Philip	T
20:04:01	Jessica	T
20:04:17	Amnon	T
20:04:29	Philip	H
20:04:47	Amnon	T
20:05:04	Megan	T
20:05:20	Gertrude	H
20:05:22	Henk	T
20:05:30	Illana	T
20:05:48	Claire	T
20:05:54	Megan	H
20:05:57	Gavin	T
20:06:16	Jessica	H
20:06:27	Abe	H
20:06:41	Illana	T
20:07:01	Philip	H
20:07:19	Vuli	H
20:07:35	Andrew	T
20:07:41	Illana	H
20:07:47	Kylen	H
20:08:05	Reut	H
20:08:14	Illana	H
20:08:20	Amnon	T
20:08:25	Helen	T
20:08:30	Vuli	H
20:08:32	Gertrude	H
20:08:36	Illana	T
20:08:48	Pierre	H
20:08:51	Gertrude	H
20:09:08	Gavin	T
20:09:26	Reut	T
20:09:30	Reut	H
20:09:33	Lindsay	H
20:09:42	Abe	H
20:09:57	Andrew	H
20:10:15	Abe	T
20:10:32	Maryann	T
20:10:39	Amnon	H
20:10:43	Abe	H
20:11:04	Andrew	H
20:11:19	Nandi	H
20:11:39	Amnon	T
20:11:44	Pierre	H
20:11:57	Megan	H
20:12:10	Reut	H
20:12:22	Nandi	T
20:12:30	Lindsay	T
20:12:33	Helen	H
20:12:34	Helen	H
20:12:43	Nandi	H
20:13:03	Pierre	H
20:13:06	Steven	T
20:13:10	Steven	T
20:13:16	Claire	T
20:13:27	Vuli	H
20:13:35	Abe	T
20:13:46	Andrew	T
20:13:54	Vuli	T
20:14:00	Andrew	T
20:14:19	Gavin	H
20:14:32	Abe	T
20:14:34	Andrew	T
20:14:44	Nandi	T
20:15:02	Abe	T
20:15:19	Jessica	T
20:15:30	Nandi	H
20:15:45	Vuli	H
20:15:47	Megan	T
20:15:48	Megan	H
20:15:58	Nandi	T
20:16:14	Gavin	H
20:16:15	Helen	H
20:16:28	Reut	T
20:16:49	Claire	H
20:17:06	Jessica	T
20:17:13	Gertrude	H
20:17:29	Lindsay	T
20:17:34	Megan	H
20:17:39	Gertrude	H
20:17:55	Helen	H
20:18:17	Jessica	H
20:18:25	Philip	T
20:18:42	Abe	T
20:18:47	Gertrude	H
20:18:50	Lindsay	T
20:18:51	Philip	T
20:18:59	Megan	H
20:19:19	Philip	H
20:19:39	Maryann	T
20:19:54	Henk	H
20:20:12	Andrew	T
20:20:21	Gertrude	H
20:20:27	Helen	T
20:20:36	Helen	T
20:20:46	Henk	H
20:21:05	Nandi	T
20:21:18	Gavin	H
20:21:37	Kylen	H
20:21:39	Claire	H
20:21:57	Jessica	T
20:22:15	Maryann	T
20:22:25	Lindsay	H
20:22:37	Kylen	H
20:22:55	Steven	T
20:23:17	Claire	T
20:23:36	Gavin	T
20:23:39	Nandi	H
20:23:49	Illana	T
20:24:06	Andrew	T
20:24:07	Pierre	T
20:24:24	Helen	T
20:24:40	Philip	T
20:24:43	Andrew	H
20:25:02	Abe	T
20:25:15	Maryann	H
20:25:32	Helen	H
20:25:44	Vuli	H
20:26:06	Jessica	H
20:26:22	Helen	H
20:26:38	Megan	H
20:26:59	Illana	T
20:27:11	Kylen	T
20:27:23	Megan	T
20:27:24	Pierre	T
20:27:37	Henk	T
20:27:42	Steven	T
20:27:57	Abe	T
20:28:14	Claire	H
20:28:21	Jessica	H
20:28:42	Henk	T
20:28:57	Reut	H
20:29:02	Kylen	T
20:29:03	Henk	H
20:29:08	Jessica	H
20:29:14	Jessica	H
20:29:30	Pierre	T
20:29:40	Illana	T
20:29:46	Abe	T
20:29:58	Andrew	H
20:30:04	Nandi	H
20:30:12	Pierre	H
20:30:23	Maryann	T
20:30:36	Reut	T
20:30:38	Claire	H
20:30:44	Vuli	H
20:30:58	Andrew	H
20:31:01	Nandi	T
20:31:18	Illana	T
20:31:30	Abe	H
20:31:39	Maryann	T
20:31:43	Reut	T
20:32:00	Jessica	T
20:32:15	Henk	H
20:32:35	Maryann	T
20:32:46	Nandi	T
20:33:06	Amnon	T
20:33:18	Pierre	T
20:33:31	Nandi	H
20:33:53	Kylen	H
20:34:07	Philip	H
20:34:23	Kylen	T
20:34:42	Gertrude	T
20:35:00	Lindsay	H
20:35:03	Jessica	H
20:35:20	Illana	H
20:35:30	Gertrude	T
20:35:46	Philip	T
20:35:47	Claire	H
20:36:05	Illana	H
20:36:23	Reut	T
20:36:34	Gertrude	H
20:36:46	Steven	T
20:37:07	Pierre	T
20:37:15	Abe	H
20:37:21	Gertrude	T
20:37:31	Nandi	T
20:37:44	Amnon	T
20:38:03	Andrew	T
20:38:06	Andrew	H
20:38:13	Gertrude	H
20:38:32	Abe	H
20:38:44	Maryann	H
20:39:06	Helen	T
20:39:12	Pierre	H
20:39:17	Reut	T
20:39:18	Reut	T
20:39:25	Lindsay	H
20:39:39	Philip	T
20:39:55	Jessica	T
20:40:16	Steven	T
20:40:34	Henk	H
20:40:45	Nandi	T
20:40:48	Gertrude	T
20:40:49	Gavin	T
20:41:09	Gertrude	H
20:41:30	Vuli	H
20:41:34	Jessica	T
20:41:52	Amnon	T
20:41:55	Maryann	T
20:41:57	Gavin	H
20:42:03	Vuli	H
20:42:07	Lindsay	T
20:42:08	Helen	T
20:42:20	Vuli	T
20:42:33	Vuli	H
20:42:45	Vuli	T
20:42:54	Andrew	T
20:43:10	Amnon	H
20:43:20	Megan	H
20:43:31	Maryann	T
20:43:40	Pierre	T
20:43:46	Steven	H
20:43:58	Reut	T
20:44:16	Reut	H
20:44:37	Henk	T
20:44:56	Gavin	H
20:44:58	Vuli	T
20:45:10	Reut	H
20:45:29	Andrew	T
20:45:41	Helen	T
20:45:52	Kylen	T
20:46:10	Gertrude	H
20:46:19	Megan	T
20:46:21	Reut	T
20:46:39	Gavin	H
20:46:45	Amnon	H
20:47:00	Andrew	T
20:47:08	Amnon	H
20:47:11	Henk	T
20:47:20	Gertrude	H
20:47:40	Abe	T
20:47:50	Gertrude	T
20:48:07	Maryann	T
20:48:23	Andrew	H
20:48:36	Jessica	H
20:48:51	Illana	H
20:48:59	Abe	H
20:49:08	Jessica	T
20:49:13	Philip	T
20:49:33	Andrew	H
20:49:41	Lindsay	T
20:49:42	Kylen	T
20:49:43	Amnon	T
20:49:56	Claire	H
20:50:16	Andrew	T
20:50:29	Helen	T
20:50:35	Gertrude	T
20:50:51	Kylen	H
20:50:58	Steven	T
20:51:00	Kylen	H
20:51:01	Andrew	T
20:51:18	Amnon	H
20:51:25	Henk	T
20:51:46	Kylen	H
20:51:52	Henk	H
20:52:02	Helen	T
20:52:14	Andrew	H
20:52:24	Megan	H
20:52:44	Nandi	T
20:52:50	Andrew	H
20:53:00	Lindsay	T
20:53:05	Megan	T
20:53:27	Claire	H
20:53:33	Philip	T
20:53:49	Jessica	H
20:53:54	Henk	H
20:54:13	Reut	T
20:54:18	Abe	T
20:54:31	Megan	H
20:54:41	Lindsay	H
20:54:49	Andrew	H
20:54:57	Henk	T
20:55:01	Nandi	H
20:55:23	Lindsay	T
20:55:32	Steven	T
20:55:33	Gertrude	H
20:55:43	Lindsay	T
20:55:47	Gertrude	H
20:55:52	Megan	T
20:56:12	Reut	H
20:56:24	Vuli	T
20:56:40	Philip	T
20:56:45	Gertrude	T
20:57:01	Henk	H
20:57:08	Andrew	T
20:57:27	Henk	T
20:57:45	Andrew	T
20:58:04	Vuli	H
20:58:12	Philip	T
20:58:32	Jessica	T
20:58:37	Vuli	T
20:58:57	Gertrude	T
20:59:05	Steven	H
20:59:26	Gavin	H
20:59:32	Illana	T
20:59:43	Gavin	H
20:59:58	Helen	T
21:00:07	Amnon	T
21:00:27	Kylen	T
21:00:44	Gertrude	H
21:00:47	Gertrude	H
21:00:57	Helen	T
21:01:07	Nandi	H
21:01:16	Philip	H
21:01:30	Abe	H
21:01:39	Pierre	H
21:01:43	Vuli	H
21:01:48	Henk	H
21:02:02	Illana	H
21:02:22	Henk	H
21:02:25	Reut	H
21:02:29	Gertrude	H
21:02:50	Pierre	H
21:02:56	Helen	T
21:03:06	Helen	T
21:03:13	Abe	T
21:03:23	Amnon	T
21:03:35	Maryann	T
21:03:49	Lindsay	H
21:03:52	Illana	T
21:03:58	Lindsay	T
21:03:59	Jessica	H
21:04:09	Reut	H
21:04:29	Nandi	T
21:04:42	Illana	T
21:04:55	Vuli	T
21:05:09	Vuli	H
21:05:26	Megan	T
21:05:37	Abe	T
21:05:41	Jessica	H
21:05:55	Amnon	T
21:05:57	Pierre	T
21:06:01	Lindsay	T
21:06:12	Philip	T
21:06:15	Helen	H
21:06:20	Maryann	T
21:06:36	Steven	T
21:06:39	Nandi	H
21:06:57	Abe	T
21:07:10	Andrew	H
21:07:16	Nandi	T
21:07:28	Nandi	T
21:07:29	Lindsay	H
21:07:49	Philip	T
21:08:08	Jessica	H
21:08:23	Lindsay	T
21:08:34	Henk	H
21:08:53	Helen	H
21:09:04	Andrew	T
21:09:20	Andrew	T
21:09:24	Steven	H
21:09:25	Megan	H
21:09:30	Lindsay	T
21:09:32	Jessica	H
21:09:44	Abe	T
21:09:52	Gertrude	T
21:09:54	Megan	H
21:09:58	Reut	H
21:10:01	Kylen	T
21:10:15	Henk	H
21:10:20	Jessica	T
21:10:32	Megan	T
21:10:42	Pierre	T
21:10:50	Gavin	H
21:11:10	Steven	H
21:11:18	Claire	H
21:11:33	Kylen	H
21:11:38	Reut	T
21:11:56	Pierre	T
21:12:07	Jessica	T
21:12:15	Pierre	H
21:12:20	Megan	H
21:12:23	Gavin	H
21:12:25	Abe	H
21:12:44	Kylen	T
21:12:45	Jessica	H
21:13:05	Amnon	H
21:13:25	Vuli	H
21:13:36	Philip	T
21:13:52	Kylen	H
21:14:05	Helen	H
21:14:13	Pierre	T
21:14:32	Amnon	H
21:14:38	Illana	H
21:14:57	Lindsay	H
21:15:16	Vuli	H
21:15:37	Pierre	H
21:15:54	Henk	T
21:15:56	Philip	T
21:16:06	Henk	T
21:16:10	Lindsay	T
21:16:12	Pierre	T
21:16:14	Philip	H
21:16:28	Lindsay	H
21:16:40	Steven	H
21:16:44	Claire	T
21:16:58	Vuli	T
21:17:07	Helen	T
21:17:21	Steven	H
21:17:41	Philip	H
21:17:44	Vuli	H
21:18:05	Reut	H
21:18:19	Henk	T
21:18:21	Gertrude	T
21:18:40	Steven	T
21:18:53	Kylen	H
21:19:01	Pierre	H
21:19:09	Maryann	H
21:19:22	Henk	H
21:19:31	Illana	T
21:19:36	Henk	T
21:19:48	Maryann	T
21:19:58	Jessica	T
21:19:59	Jessica	T
21:20:03	Abe	T
21:20:16	Maryann	H
21:20:20	Gertrude	H
21:20:21	Maryann	T
21:20:25	Claire	H
21:20:38	Vuli	H
21:20:46	Andrew	H
21:21:02	Jessica	T
21:21:07	Claire	T
21:21:13	Illana	T
21:21:17	Amnon	H
21:21:24	Helen	T
21:21:35	Andrew	H
21:21:44	Abe	T
21:22:02	Andrew	H
21:22:12	Vuli	H
21:22:19	Gertrude	H
21:22:30	Philip	T
21:22:35	Philip	T
21:22:53	Megan	H
21:22:57	Kylen	H
21:23:08	Abe	T
21:23:24	Illana	T
21:23:31	Pierre	H
21:23:36	Abe	H
21:23:37	Kylen	H
21:23:46	Gavin	T
21:24:02	Megan	H
21:24:07	Megan	T
21:24:24	Henk	T
21:24:43	Henk	H
21:24:51	Nandi	H
21:25:12	Vuli	T
21:25:19	Andrew	H
21:25:28	Helen	H
21:25:44	Amnon	H
21:26:00	Abe	H
21:26:21	Illana	T
21:26:40	Kylen	H
21:26:41	Vuli	T
21:26:50	Steven	H
21:27:11	Henk	H
21:27:17	Lindsay	H
21:27:23	Megan	H
21:27:42	Megan	T
21:27:57	Vuli	T
21:28:01	Kylen	T
21:28:22	Steven	H
21:28:39	Jessica	T
21:28:50	Andrew	T
21:29:09	Andrew	H
21:29:24	Amnon	T
21:29:32	Henk	H
21:29:35	Philip	H
21:29:40	Steven	T
21:29:46	Abe	T
21:30:02	Nandi	T
21:30:17	Lindsay	H
21:30:18	Maryann	T
21:30:20	Maryann	T
21:30:26	Maryann	T
21:30:43	Jessica	H
21:30:49	Gertrude	H
21:30:55	Steven	H
21:31:16	Andrew	H
21:31:23	Lindsay	H
21:31:24	Gertrude	T
21:31:43	Helen	T
